meeting_date,packet,report_dates,vendor_num,vendor,description,invoice_date,amount,gl_account,gl_title
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,125,Paonia Farm & Home Supply Inc,203111 Appley Valley Sprinkler Line Repai,10/02/2024,13.15,10-46-22,REPAIRS & MAINTENANCE
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,125,Paonia Farm & Home Supply Inc,203180 Appley Valley Sprinkler Line Repai,10/03/2024,24.95,10-46-22,REPAIRS & MAINTENANCE
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,125,Paonia Farm & Home Supply Inc,203325 Roller CVR/Frame,10/04/2024,23.97,10-45-25,SHOP EXPENSE
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,125,Paonia Farm & Home Supply Inc,203563 Street Signs on Grand,10/08/2024,12.98,10-45-22,REPAIRS & MAINTENANCE
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,499,Phonz +,17459 Water,10/08/2024,623.99,60-50-31,DUES & SUBSCRIPTIONS
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,499,Phonz +,17459 Sewer,10/08/2024,623.99,70-51-31,DUES & SUBSCRIPTIONS
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,499,Phonz +,17459 General,10/08/2024,623.99,10-41-31,DUES & SUBSCRIPTIONS
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,499,Phonz +,17459 Sanitation,10/08/2024,623.98,80-52-31,DUES & SUBSCRIPTIONS
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,499,Phonz +,17462 Water,10/09/2024,71.97,60-50-31,DUES & SUBSCRIPTIONS
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,499,Phonz +,17462 Sewer,10/09/2024,71.97,70-51-31,DUES & SUBSCRIPTIONS
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,499,Phonz +,17462 General,10/09/2024,71.97,10-41-31,DUES & SUBSCRIPTIONS
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,499,Phonz +,17462 Sanitation,10/09/2024,71.97,80-52-31,DUES & SUBSCRIPTIONS
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,499,Phonz +,17466 Water,10/09/2024,152.3,60-50-31,DUES & SUBSCRIPTIONS
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,499,Phonz +,17466 Sewer,10/09/2024,152.3,70-51-31,DUES & SUBSCRIPTIONS
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,499,Phonz +,17466 General,10/09/2024,152.3,10-41-31,DUES & SUBSCRIPTIONS
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,499,Phonz +,17466 Sanitation,10/09/2024,152.28,80-52-31,DUES & SUBSCRIPTIONS
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1123,Pinnacle Glass Company,18430 Entrance door hinge repair,09/23/2024,450.0,10-41-73,BUILDING IMPROVEMENTS
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1325,PROFESSIONAL MANAGEMENT,84910 Admin,03/25/2024,1134.0,10-41-20,"LEGAL, ENGINEERING & PR"
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1325,PROFESSIONAL MANAGEMENT,84910 Water,03/25/2024,1134.0,60-50-20,"LEGAL, ENGINEERING & PR"
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1325,PROFESSIONAL MANAGEMENT,84910 WasteWater,03/25/2024,1134.0,70-51-20,"LEGAL, ENGINEERING & PR"
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1325,PROFESSIONAL MANAGEMENT,84910 Santiation,03/25/2024,1134.0,80-52-20,"LEGAL, ENGINEERING & PR"
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1325,PROFESSIONAL MANAGEMENT,84910 Admin,03/25/2024,1134.0,10-42-20,"LEGAL, ENGINEERING & PR"
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1325,PROFESSIONAL MANAGEMENT,84980 Admin,09/30/2024,965.25,10-41-20,"LEGAL, ENGINEERING & PR"
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1325,PROFESSIONAL MANAGEMENT,84980 Water,09/30/2024,965.25,60-50-20,"LEGAL, ENGINEERING & PR"
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1325,PROFESSIONAL MANAGEMENT,84980 WasteWater,09/30/2024,965.25,70-51-20,"LEGAL, ENGINEERING & PR"
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1325,PROFESSIONAL MANAGEMENT,84980 Santiation,09/30/2024,965.25,80-52-20,"LEGAL, ENGINEERING & PR"
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1325,PROFESSIONAL MANAGEMENT,84980 Admin,09/30/2024,965.25,10-42-20,"LEGAL, ENGINEERING & PR"
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1124,RESPEC Company LLC,INV-0924-1062 WATER/WW GENERAL ENGINE,09/30/2024,693.75,60-50-20,"LEGAL, ENGINEERING & PR"
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1124,RESPEC Company LLC,INV-0924-1063 RAW WATER MONITORING 9/1/,09/30/2024,4814.33,60-50-20,"LEGAL, ENGINEERING & PR"
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1124,RESPEC Company LLC,INV-0924-1064 WATER CIP PHASE 1 - WATER S,09/30/2024,18001.25,60-50-20,"LEGAL, ENGINEERING & PR"
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1124,RESPEC Company LLC,INV-0924-1065 W/WW CONSTRUCTION STAND,09/30/2024,2215.0,70-51-20,"LEGAL, ENGINEERING & PR"
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1124,RESPEC Company LLC,INV-0924-1066 SEWER SYSTEM PNA 9/1/2024-,09/30/2024,4035.0,70-51-20,"LEGAL, ENGINEERING & PR"
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1224,Rhinehart Oil Co.,96931CT fuel,09/30/2024,443.76,80-52-23,VEHICLE EXPENSE
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1316,SAMIRA VETTER,20240310 Reimbursement for cash payment,10/03/2024,52.0,10-41-20,"LEGAL, ENGINEERING & PR"
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1416,"SEELEY, THOMAS",SEELEY-REIM FUEL REMIBURSEMENT,09/28/2024,35.74,10-42-23,VEHICLE EXPENSE
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1170,Shums Coda Associates,18417 New SFD 108 Clark 2024016-001,10/15/2024,180.0,10-43-20,"LEGAL, ENGINEERING & PR"
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1283,Sustainable Futures LLC,10172024 CODE REVISION SVS. FOR SEP,10/17/2024,792.0,10-41-20,"LEGAL, ENGINEERING & PR"
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1283,Sustainable Futures LLC,10172024 CODE REVISION SVS. FOR SEP,10/17/2024,792.0,60-50-20,"LEGAL, ENGINEERING & PR"
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1283,Sustainable Futures LLC,10172024 CODE REVISION SVS. FOR SEP,10/17/2024,792.0,70-51-20,"LEGAL, ENGINEERING & PR"
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1283,Sustainable Futures LLC,10172024 CODE REVISION SVS. FOR SEP,10/17/2024,792.0,80-52-20,"LEGAL, ENGINEERING & PR"
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1283,Sustainable Futures LLC,10172024 CODE REVISION SVS. FOR SEP,10/17/2024,792.0,10-42-20,"LEGAL, ENGINEERING & PR"
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,897,The Place I Go,TPIG 8409 CDL Drug Testing,09/24/2024,75.0,80-52-20,"LEGAL, ENGINEERING & PR"
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1351,ULINE,183870676 AIRFRESH SPRAY FOR BATHR,10/02/2024,98.06,10-41-25,TOWN HALL EXPENSE
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1351,ULINE,183982528 RUBBER PARKING STOPS,10/04/2024,1886.67,10-45-22,REPAIRS & MAINTENANCE
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,162,United Companies Inc,1599083 ROAD BASE STOCKPILE,09/26/2024,85.35,70-51-22,REPAIRS & MAINTENANCE
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,162,United Companies Inc,1599083 ROAD BASE STOCKPILE,09/26/2024,85.36,60-50-22,REPAIRS & MAINTENANCE
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,491,Winwater Corp,076936 01 restock of parts,10/03/2024,781.33,60-50-22,REPAIRS & MAINTENANCE
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1334,"WYNN, STEFEN",WYNN-TRAVE S. WYNN TRAVEL REIMB FOR C,10/09/2024,110.51,10-41-26,"TRAVEL, MEETINGS & TRAI"
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1334,"WYNN, STEFEN",WYNN-TRAVE S. WYNN TRAVEL REIMB FOR C,10/09/2024,110.52,60-50-26,"TRAVEL, MEETINGS & TRAI"
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1334,"WYNN, STEFEN",WYNN-TRAVE S. WYNN TRAVEL REIMB FOR C,10/09/2024,110.52,70-51-26,"TRAVEL, MEETINGS & TRAI"
2024-10-22,2024-10-22-evt198,10/1/2024-11/12/2024,1334,"WYNN, STEFEN",WYNN-TRAVE S. WYNN TRAVEL REIMB FOR C,10/09/2024,110.52,80-52-26,"TRAVEL, MEETINGS & TRAI"
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1352,ADP. INC,674335998 ADMIN PAYROLL,11/01/2024,49.7,10-41-20,"LEGAL, ENGINEERING & PR"
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1352,"ADP, INC",674335998 WATER PAYROLL,11/01/2024,49.7,60-50-20,"LEGAL, ENGINEERING &PR"
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1352,"ADP, INC",674335998 WW PAYROLL,11/01/2024,49.7,70-51-20,"LEGAL, ENGINEERING & PR"
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1352,ADP. INC,674335998 SANITATION PAYROLL,11/01/2024,49.7,80-52-20,"LEGAL, ENGINEERING &PR"
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1352,"ADP, INC",675392120 ADMIN PAYROLL,11/15/2024,42.77,10-41-20,"LEGAL, ENGINEERING & PR"
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1352,"ADP, INC",675392120 WATER PAYROLL,11/15/2024,42.77,60-50-20,"LEGAL, ENGINEERING & PR"
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1352,"ADP, INC",675392120 WW PAYROLL,11/15/2024,42.77,70-51-20,"LEGAL, ENGINEERING & PR"
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1352,"ADP, INC",675392120 SANITATION PAYROLL,11/15/2024,42.77,80-52-20,"LEGAL, ENGINEERING & PR"
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,749,AFLAC,721281 AFLAC ACH 791281,11/18/2024,97.08,10-0225,AFLAC COVERAGE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1268,All Copy Products Inc,5032089685 COPIER - ADMIN,11/11/2024,99.43,10-41-25,TOWN HALL EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1268,All Copy Products Inc,5032089685 COPIER - WATER,11/11/2024,99.43,60-50-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1268,All Copy Products Inc,5032089685 COPIER - WASTEWATER,11/11/2024,99.44,70-51-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1268,All Copy Products Inc,5032089685 COPIER - SANITATION,11/11/2024,99.44,80-52-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG JUMBO TOILET PAPER ROLLS F,11/01/2024,131.52,10-41-25,TOWN HALL EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141P-11KQ-PG BULK ROLLS OF PAPER TOWEL,11/01/2024,147.9,10-41-25,TOWN HALL EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG HALLOWEEN PUMKIN TRICK O,11/01/2024,47.96,10-42-44,HUMAN SERVICES
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141P-11KQ-PG AJC BATTERIES (2X),11/01/2024,32.66,60-50-16,OPERATING SUPPLIES
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG POWER SONIC RECHARGEABL,11/01/2024,22.76,60-50-16,OPERATING SUPPLIES
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG MIGHTY MAX BATTERIES,11/01/2024,73.24,60-50-16,OPERATING SUPPLIES
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG GLOVEWORKS GREEN NITRILE,11/01/2024,199.94,70-51-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG DOG WASTE STATIONS (4X),11/01/2024,751.96,10-46-16,OPERATING SUPPLIES
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG PRINTER PAPER FOR COPIER,11/01/2024,87.98,10-41-15,OFFICE SUPPLIES
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG ROUND POINT SHOVELS (3X),11/01/2024,123.87,60-50-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141P-11KQ-PG SQUARE POINT SHOVELS (3X),11/01/2024,110.67,10-45-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141P-11KQ-PG DIGITAL PRESSURE GUAGE,11/01/2024,143.54,80-52-23,VEHICLE EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG 3' OUTDOOR EXTENSION COR,11/01/2024,9.59,10-41-74,MACHINERY & EQUIPMENT
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG 1 MEDIUM SAFETY VEST,11/01/2024,5.75,80-52-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG 1 MEDIUM SAFETY VEST,11/01/2024,2.87,10-45-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141P-11KQ-PG 1 MEDIUM SAFETY VEST,11/01/2024,2.87,10-46-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG 1 MEDIUM SAFETY VEST,11/01/2024,5.75,60-50-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141P-11KQ-PG 2 LEAF RAKES,11/01/2024,37.76,10-46-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG 1 3XL SAFETY VEST,11/01/2024,5.75,80-52-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG 1 3XL SAFETY VEST,11/01/2024,5.75,70-51-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG 1 3XL SAFETY VEST,11/01/2024,2.87,10-45-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141P-11KQ-PG 1 3XL SAFETY VEST,11/01/2024,2.87,10-46-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141P-11KQ-PG 1 3XL SAFETY VEST,11/01/2024,5.75,60-50-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG DISPOSABLE NITRILE GLOVES,11/01/2024,13.99,70-51-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141P-11KQ-PG 3 XL SAFETY VESTS,11/01/2024,17.24,80-52-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141P-11KQ-PG 3 XL SAFETY VESTS,11/01/2024,17.24,70-51-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141P-11KQ-PG 3 XL SAFETY VESTS,11/01/2024,8.62,10-45-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG 3 XL SAFETY VESTS,11/01/2024,8.63,10-46-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG 3 XL SAFETY VESTS,11/01/2024,17.24,60-50-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG 1 XXL SAFETY VEST,11/01/2024,4.75,80-52-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG 1 XXL SAFETY VEST,11/01/2024,4.75,70-51-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG 1 XXL SAFETY VEST,11/01/2024,2.37,10-45-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG 1 XXL SAFETY VEST,11/01/2024,2.37,10-46-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141P-11KQ-PG 1 XXL SAFETY VEST,11/01/2024,4.75,60-50-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG HEAVY DUTY LEAF RAKES (2X),11/01/2024,51.94,10-46-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141P-11KQ-PG 2 L SAFETY VESTS,11/01/2024,11.5,80-52-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141P-11KQ-PG 2 L SAFETY VESTS,11/01/2024,11.5,70-51-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG 2 L SAFETY VESTS,11/01/2024,5.74,10-45-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141P-11KQ-PG 2 L SAFETY VESTS,11/01/2024,5.74,10-46-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141P-11KQ-PG 2 L SAFETY VESTS,11/01/2024,11.5,60-50-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG 2 XXL SAFETY VESTS,11/01/2024,11.5,80-52-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141P-11KQ-PG 2 XXL SAFETY VESTS,11/01/2024,11.5,70-51-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG 2 XXL SAFETY VESTS,11/01/2024,5.74,10-45-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG 2 XXL SAFETY VESTS,11/01/2024,5.74,10-46-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG 2 XXL SAFETY VESTS,11/01/2024,11.5,60-50-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141P-11KQ-PG XL DISPOSABLE GLOVES (5X),11/01/2024,92.9,70-51-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG XXL DISPOSABLE GLOVES (3X),11/01/2024,56.94,70-51-25,SHOP EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG ADMIN POSTAGE,11/01/2024,19.03,10-41-17,POSTAGE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG PD POSTAGE,11/01/2024,6.99,10-42-17,POSTAGE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141 P-11 KQ-PG PARKS POSTAGE,11/01/2024,6.19,10-46-17,POSTAGE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1341,AMAZON BUSINESS,141P-11KQ-PG WASTEWATER POSTAGE,11/01/2024,13.57,70-51-17,POSTAGE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1045,"Bachran, Mary",09302024-103 GRANT WRITING ACTIVITIES 09,11/01/2024,1250.0,10-41-20,"LEGAL, ENGINEERING & PR"
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1045,"Bachran, Mary",09302024-103 GRANT WRITING ACTIVITIES 09,11/01/2024,112.5,60-50-20,"LEGAL, ENGINEERING & PR"
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1389,"BOWMAN, KAJA",BOWMAN KAJ VAULT KEY & CHAIN - PAID FRO,11/14/2024,6.94,10-41-25,TOWN HALL EXPENSE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1307,Bruin Waste,2080263 PORT-A-POTTY RENTAL - PHILL,11/13/2024,183.0,10-46-24,RENTALS
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1307,Bruin Waste,2080264 PORT-A-POTTY AT LAMBORN M,11/13/2024,114.75,80-52-24,RENTAL
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1307,Bruin Waste,2080267 PORT-A-POTTIES FOR TOWN P,11/13/2024,261.0,10-46-24,RENTALS
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1320,CEBT,INV0070774 BENEFITS PERIOD 2024-11,10/30/2024,20105.0,10-0223,HEALTH/LIFE INSURANCE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1284,Cedar Creek Supply LLC,INV-0460 LAGOON TREATMENT & FUEL,11/12/2024,580.0,70-51-22,REPAIRS & MAINTENANCE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,673,City Of Grand Junction,2024-0007354 Lab Tests OCT. 2024,10/31/2024,131.0,70-51-20,"LEGAL, ENGINEERING & PR"
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,995,CivicPIus,321824 LITE ANNUAL FEEDS 10/1/2024-,10/31/2024,577.5,10-41-31,DUES & SUBSCRIPTIONS
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,995,CivicPIus,321824 LITE ANNUAL FEEDS 10/1/2024-,10/31/2024,577.5,60-50-31,DUES & SUBSCRIPTIONS
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,995,CivicPIus,321824 LITE ANNUAL FEEDS 10/1/2024-,10/31/2024,577.5,70-51-31,DUES & SUBSCRIPTIONS
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,995,CivicPIus,321824 LITE ANNUAL FEEDS 10/1/2024-,10/31/2024,577.5,80-52-31,DUES & SUBSCRIPTIONS
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,209,Colorado Rural Water Assoc,3444 Membership Dues,11/01/2024,160.0,60-50-31,DUES & SUBSCRIPTIONS
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,209,Colorado Rural Water Assoc,3444 Membership Dues,11/01/2024,160.0,70-51-31,DUES & SUBSCRIPTIONS
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1183,Column Software PBC,8DFD59D8-008 CUSTOM NOTICE DCI000640 S,11/01/2024,33.91,10-41-30,PUBLISHING & ADS
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1183,Column Software PBC,8DFD59D8-008 CUSTOM NOTICE DCI000640 S,11/01/2024,33.91,60-50-30,PUBLISHING & ADS
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1183,Column Software PBC,8DFD59D8-008 CUSTOM NOTICE DCI000640 S,11/01/2024,33.92,70-51-30,PUBLISHING & ADS
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1183,Column Software PBC,8DFD59D8-008 CUSTOM NOTICE DCI000640 S,11/01/2024,33.92,80-52-30,PUBLISHING & ADS
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1183,Column Software PBC,8DFD59D8-008 CUSTOM NOTICE DCI000644 P,11/07/2024,13.11,10-41-30,PUBLISHING & ADS
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1183,Column Software PBC,8DFD59D8-008 CUSTOM NOTICE DCI000644 P,11/07/2024,13.11,60-50-20,"LEGAL, ENGINEERING & PR"
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1183,Column Software PBC,8DFD59D8-008 CUSTOM NOTICE DCI000644 P,11/07/2024,13.11,70-51-20,"LEGAL, ENGINEERING & PR"
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1183,Column Software PBC,8DFD59D8-008 CUSTOM NOTICE DCI000644 P,11/07/2024,13.11,80-52-20,"LEGAL, ENGINEERING & PR"
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1282,Cooleys Heating & Cooling Inc,"3885 ANALYSIS, MINOR REPAIR, TRA",11/15/2024,63.9,10-41-22,REPAIRS & MAINTENANCE
2024-11-26,2024-11-26-evt209,11/12/2024-12/10/2024,1282,Cooleys Heating & Cooling Inc,"3885 ANALYSIS, MINOR REPAIR, TRA",11/15/2024,63.9,10-42-22,REPAIRS & MAINTENANCE
